name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,windspeedmax,windspeedmin
Lagos,11/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,11/04/2004 06:40,11/04/2004 18:54,0.71,,,,,,
Lagos,12/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,12/04/2004 06:39,12/04/2004 18:54,0.75,,,,,,
Lagos,13/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,13/04/2004 06:39,13/04/2004 18:54,0.78,,,,,,
Lagos,14/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,14/04/2004 06:38,14/04/2004 18:54,0.82,,,,,,
Lagos,15/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,15/04/2004 06:38,15/04/2004 18:54,0.85,,,,,,
Lagos,16/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,16/04/2004 06:38,16/04/2004 18:54,0.89,,,,,,
Lagos,17/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,17/04/2004 06:37,17/04/2004 18:54,0.93,,,,,,
Lagos,18/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,18/04/2004 06:37,18/04/2004 18:54,0.96,,,,,,
Lagos,19/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,19/04/2004 06:36,19/04/2004 18:54,0,,,,,,
Lagos,20/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,20/04/2004 06:36,20/04/2004 18:54,0.03,,,,,,
Lagos,21/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,21/04/2004 06:36,21/04/2004 18:54,0.06,,,,,,
Lagos,22/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,22/04/2004 06:35,22/04/2004 18:54,0.09,,,,,,
Lagos,23/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,23/04/2004 06:35,23/04/2004 18:54,0.13,,,,,,
Lagos,24/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,24/04/2004 06:35,24/04/2004 18:54,0.16,,,,,,
Lagos,25/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,25/04/2004 06:34,25/04/2004 18:54,0.19,,,,,,
Lagos,26/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,26/04/2004 06:34,26/04/2004 18:54,0.23,,,,,,
Lagos,27/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,27/04/2004 06:34,27/04/2004 18:54,0.25,,,,,,
Lagos,28/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,28/04/2004 06:33,28/04/2004 18:54,0.29,,,,,,
Lagos,29/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,29/04/2004 06:33,29/04/2004 18:54,0.32,,,,,,
Lagos,30/04/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,30/04/2004 06:33,30/04/2004 18:54,0.36,,,,,,
Lagos,01/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,01/05/2004 06:32,01/05/2004 18:54,0.39,,,,,,
Lagos,02/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,02/05/2004 06:32,02/05/2004 18:54,0.42,,,,,,
Lagos,03/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,03/05/2004 06:32,03/05/2004 18:54,0.45,,,,,,
Lagos,04/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,04/05/2004 06:32,04/05/2004 18:54,0.5,,,,,,
Lagos,05/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,05/05/2004 06:31,05/05/2004 18:54,0.52,,,,,,
Lagos,06/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,06/05/2004 06:31,06/05/2004 18:54,0.56,,,,,,
Lagos,07/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,07/05/2004 06:31,07/05/2004 18:54,0.59,,,,,,
Lagos,08/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,08/05/2004 06:31,08/05/2004 18:54,0.63,,,,,,
Lagos,09/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,09/05/2004 06:31,09/05/2004 18:54,0.66,,,,,,
Lagos,10/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,10/05/2004 06:31,10/05/2004 18:54,0.7,,,,,,
Lagos,11/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,11/05/2004 06:30,11/05/2004 18:54,0.75,,,,,,
Lagos,12/05/2004,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,12/05/2004 06:30,12/05/2004 18:54,0.76,,,,,,
Lagos,13/05/2004,31.7,28.2,30,38.9,32.6,35.8,24.9,74.7,0,0,0,,,,,20.5,128.2,,90,11,,,,,13/05/2004 06:30,13/05/2004 18:55,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,14/05/2004,26.6,25.7,26.3,26.6,25.7,26.3,25.9,97.5,0,0,0,,,,,20.5,280.4,,87.5,8.5,,,,,14/05/2004 06:30,14/05/2004 18:55,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,15/05/2004,25.1,25.1,25.1,25.1,25.1,25.1,25.1,100,0,0,0,,,,,16.6,180,,90,6,,,,,15/05/2004 06:30,15/05/2004 18:55,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,16/05/2004,22.9,22.9,22.9,22.9,22.9,22.9,22.2,95.8,0,0,0,,,,,11.2,350,,90,8,,,,,16/05/2004 06:30,16/05/2004 18:55,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,17/05/2004,31.4,25.1,28.6,38.7,25.1,33.6,25.5,84.2,0,0,0,,,,,31.3,242.3,,90,10.5,,,,,17/05/2004 06:30,17/05/2004 18:55,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,18/05/2004,,,,,,,,,,,0,,,,,0,,,,,,,,,18/05/2004 06:30,18/05/2004 18:55,0.97,,,,,,
Lagos,19/05/2004,30.6,30.6,30.6,38.9,38.9,38.9,26.4,78.3,1,100,4.17,rain,,,,9.4,250,,90,12,,,,,19/05/2004 06:30,19/05/2004 18:55,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,65201099999,,
Lagos,20/05/2004,29.7,25.7,27.7,35.5,25.7,30.6,25.2,86.9,0,0,0,,,,,14.8,245,1012.9,90,8,,,,,20/05/2004 06:29,20/05/2004 18:56,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,21/05/2004,27.1,25.6,26.4,30.6,25.6,28.1,24.9,91.9,0,0,0,,,,,13,210,,90,9,,,,,21/05/2004 06:29,21/05/2004 18:56,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,22/05/2004,,,,,,,,,,,0,,,,,0,,,,,,,,,22/05/2004 06:29,22/05/2004 18:56,0.11,,,,,,
Lagos,23/05/2004,25.7,25.1,25.4,25.7,25.1,25.4,24.7,95.7,23.1,100,4.17,rain,,,,20.5,30.5,1013.9,90,7,,,,,23/05/2004 06:29,23/05/2004 18:56,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,65201099999,,
Lagos,24/05/2004,31.2,28.1,29.7,37.5,32.5,35,24.7,75.1,0,0,0,,,,,18.4,276.7,,90,11,,,,,24/05/2004 06:29,24/05/2004 18:56,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,25/05/2004,31.6,27.1,29.2,39.5,30.8,34.9,25.3,79.7,0,0,0,,,,,27.7,227.4,1012.9,90,10.5,,,,,25/05/2004 06:29,25/05/2004 18:57,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,26/05/2004,26.1,26.1,26.1,26.1,26.1,26.1,23.1,83.6,0,0,0,,,,,13,190,1010.8,90,11,,,,,26/05/2004 06:29,26/05/2004 18:57,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,27/05/2004,29.6,23.1,26.9,34.3,23.1,29.7,23.5,82.6,0,0,0,,,,,24.1,249,,90,10,,,,,27/05/2004 06:29,27/05/2004 18:57,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,28/05/2004,28.9,22.7,25.7,33.5,22.7,27.3,23.6,88.7,0,0,0,,,,,18.4,247.9,,90,10,,,,,28/05/2004 06:29,28/05/2004 18:57,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,29/05/2004,27.4,23.9,25.7,31.7,23.9,27.8,24.5,93.5,0,0,0,,,,,16.6,220,,90,9,,,,,29/05/2004 06:29,29/05/2004 18:57,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,30/05/2004,30.1,25.1,27.1,37.6,25.1,29.9,25.1,89.2,0,0,0,,,,,22.3,221.5,1013.4,90,8.3,,,,,30/05/2004 06:30,30/05/2004 18:58,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,31/05/2004,25.1,20.9,24.1,25.1,20.9,24.1,22.2,89.3,0,0,0,,,,,22.3,156.6,1010.6,90,9.2,,,,,31/05/2004 06:30,31/05/2004 18:58,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,01/06/2004,29.6,23.1,26.4,33.2,23.1,28.2,22.5,81,0,0,0,,,,,32.4,318.4,,90,9,,,,,01/06/2004 06:30,01/06/2004 18:58,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,02/06/2004,30.9,27.4,29.1,37,31,34.1,24.6,77.3,0,0,0,,,,,24.1,228.7,1011.9,90,10.4,,,,,02/06/2004 06:30,02/06/2004 18:58,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,03/06/2004,29.1,24.6,27.4,34.7,24.6,30.6,24.9,86.5,0,0,0,,,,,27.7,244.3,1013.4,90,9.1,,,,,03/06/2004 06:30,03/06/2004 18:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,04/06/2004,29.1,21.1,25.4,34.7,21.1,27.6,22.7,85.5,0,0,0,,,,,29.5,60.2,1013.2,90,8.4,,,,,04/06/2004 06:30,04/06/2004 18:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,05/06/2004,31.1,23.9,28.4,36.7,23.9,31.7,23.9,77.1,0,0,0,,,,,33.5,212.3,1012.5,89.1,11.4,,,,,05/06/2004 06:30,05/06/2004 18:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,06/06/2004,31.4,24.4,28.7,39,24.4,33.9,25.3,82.6,2,100,4.17,rain,,,,27.7,242.6,1013.8,90,8,,,,,06/06/2004 06:30,06/06/2004 18:59,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,65201099999,,
Lagos,07/06/2004,28.1,22.1,25.7,32.8,22.1,27.5,24.2,91.9,8.9,100,4.17,rain,,,,22.3,19.6,1013.9,93.3,8.6,,,,,07/06/2004 06:30,07/06/2004 18:59,0.65,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,65201099999,,
Lagos,08/06/2004,30.7,24.1,29,37.4,24.1,34,24.8,78.6,0,0,0,,,,,29.5,212.7,1013.9,90,9.4,,,,,08/06/2004 06:30,08/06/2004 19:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,09/06/2004,29.1,22.1,26.5,33.7,22.1,29.2,23.7,85,0,0,0,,,,,27.7,215.1,1013.7,90,12.2,,,,,09/06/2004 06:31,09/06/2004 19:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,10/06/2004,30.9,23.1,27.6,36.5,23.1,30.7,24.3,83.5,0,0,0,,,,,18.4,201.4,1014.5,76,11,,,,,10/06/2004 06:31,10/06/2004 19:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,11/06/2004,30.1,26.1,28.2,36.3,26.1,32.5,24.8,81.8,0,0,0,,,,,22.3,231.4,1013,90,10.8,,,,,11/06/2004 06:31,11/06/2004 19:00,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,12/06/2004,30.1,24.1,28.2,36.3,24.1,32.4,24.5,80.8,0,0,0,,,,,35.3,224.4,1013.9,90,10.2,,,,,12/06/2004 06:31,12/06/2004 19:01,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,13/06/2004,29.1,27.2,28.3,34.7,30.5,32.9,24.7,80.7,0,0,0,,,,,33.5,216.3,1013.6,90,11.1,,,,,13/06/2004 06:31,13/06/2004 19:01,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,14/06/2004,30.1,22.1,27.2,36.3,22.1,30.8,24,82.9,0,0,0,,,,,31.3,236.7,1014.1,90,10,,,,,14/06/2004 06:31,14/06/2004 19:01,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,15/06/2004,29.1,24.1,26.9,34.7,24.1,30,24.2,85.2,0,0,0,,,,,25.9,240,1011.9,90,9.7,,,,,15/06/2004 06:32,15/06/2004 19:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,16/06/2004,28.4,22.1,25.5,32.8,22.1,26.6,24.1,92.3,0,0,0,,,,,22.3,248,,81.4,8.3,,,,,16/06/2004 06:32,16/06/2004 19:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,17/06/2004,28.1,23.1,26.5,32.8,23.1,29.1,24,86.3,3,100,4.17,rain,,,,25.9,237.3,1014.2,90,10.6,,,,,17/06/2004 06:32,17/06/2004 19:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,65201099999,,
Lagos,18/06/2004,26.2,24.1,25.4,26.2,24.1,25.4,24.5,94.9,17,100,4.17,rain,,,,25.9,242,1015,91.4,8,,,,,18/06/2004 06:32,18/06/2004 19:02,0.02,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,65201099999,,
Lagos,19/06/2004,30.1,25.1,28.1,36.3,25.1,32.3,24.8,82.3,0,0,0,,,,,29.5,239.7,1015.4,90,10.4,,,,,19/06/2004 06:32,19/06/2004 19:02,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,20/06/2004,30.2,30.2,30.2,35.7,35.7,35.7,24.4,71.2,0,0,0,,,,,22.3,240,,90,15,,,,,20/06/2004 06:33,20/06/2004 19:02,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,21/06/2004,30.1,22.1,26.8,33.4,22.1,29,22.2,77.5,0,0,0,,,,,25.9,230.4,1013.9,90,10.7,,,,,21/06/2004 06:33,21/06/2004 19:03,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,22/06/2004,30.1,24.1,27.9,35.2,24.1,31.1,24.1,80.7,0,0,0,,,,,25.9,234.7,1014.7,90,9.9,,,,,22/06/2004 06:33,22/06/2004 19:03,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,23/06/2004,30.7,24.9,28.5,35.4,24.9,31.9,23.9,77.3,0,0,0,,,,,29.5,240.2,1015.5,90,10.4,,,,,23/06/2004 06:33,23/06/2004 19:03,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,24/06/2004,31.1,24.9,27.5,37.9,24.9,29.6,23.9,81.9,0,0,0,,,,,33.5,238.6,1013.4,90,10.6,,,,,24/06/2004 06:34,24/06/2004 19:03,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,25/06/2004,27.2,26.1,26.7,29.8,26.1,28,23,80.5,0,0,0,,,,,27.7,240,1013.9,90,10.5,,,,,25/06/2004 06:34,25/06/2004 19:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,26/06/2004,30.1,23.7,27.3,36.3,23.7,29.9,24.3,84.4,0,0,0,,,,,27.7,270.6,,90,8.7,,,,,26/06/2004 06:34,26/06/2004 19:04,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,27/06/2004,28.1,24.1,26.4,32.1,24.1,28.4,23.7,85.6,0,0,0,,,,,33.5,236.3,1013.7,90,9,,,,,27/06/2004 06:34,27/06/2004 19:04,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,28/06/2004,26.1,24.9,25.3,26.1,24.9,25.3,23.2,88.5,6.1,100,4.17,rain,,,,22.3,241.3,1013.2,90,10.6,,,,,28/06/2004 06:34,28/06/2004 19:04,0.36,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,65201099999,,
Lagos,29/06/2004,29.1,22.4,27.1,33.7,22.4,30,23.1,79.8,0,0,0,,,,,25.9,210.8,1013.9,90,8.8,,,,,29/06/2004 06:35,29/06/2004 19:04,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,30/06/2004,27.1,24.1,25.4,30.2,24.1,26.1,24,92.2,0,0,0,,,,,27.7,236,1014.9,90,9.3,,,,,30/06/2004 06:35,30/06/2004 19:04,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,01/07/2004,28.1,23.6,25.7,32.8,23.6,26.9,24.3,92,0,0,0,,,,,25.9,249.3,,87.5,7.5,,,,,01/07/2004 06:35,01/07/2004 19:05,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,02/07/2004,27.1,27.1,27.1,30.2,30.2,30.2,24.1,83.7,0,0,0,,,,,33.5,220,,90,11,,,,,02/07/2004 06:35,02/07/2004 19:05,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,03/07/2004,28.1,24.1,25.6,32.8,24.1,26.6,24.3,92.7,0,0,0,,,,,35.3,247.2,1012.4,90,9.1,,,,,03/07/2004 06:36,03/07/2004 19:05,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,04/07/2004,30.1,25.1,27.9,36.4,25.1,31,25,84.9,21.1,100,4.17,rain,,,,25.9,247.5,1013.7,83.3,9.7,,,,,04/07/2004 06:36,04/07/2004 19:05,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,65201099999,,
Lagos,05/07/2004,29.1,29.1,29.1,34.7,34.7,34.7,25.1,79.1,0,0,0,,,,,22.3,260,1012.9,90,11,,,,,05/07/2004 06:36,05/07/2004 19:05,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,06/07/2004,27.7,24.2,26.3,31.2,24.2,27.9,24,88,0,0,0,,,,,22.3,245.9,,90,8.3,,,,,06/07/2004 06:36,06/07/2004 19:05,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,07/07/2004,28.1,24.7,27,32.1,24.7,29.6,24.1,84.7,0,0,0,,,,,27.7,253.3,1012.2,90,9.6,,,,,07/07/2004 06:37,07/07/2004 19:05,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,08/07/2004,29.2,23.7,27.7,34.6,23.7,30.6,23.8,80,0,0,0,,,,,33.5,244.7,1012,88.9,10.6,,,,,08/07/2004 06:37,08/07/2004 19:05,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,09/07/2004,28.2,23.6,25.3,32.3,23.6,25.8,24.1,93.1,22.1,100,8.33,rain,,,,37.1,243,1010.1,93.8,6.6,,,,,09/07/2004 06:37,09/07/2004 19:05,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,65201099999,,
Lagos,10/07/2004,26.1,24.1,24.8,26.1,24.1,24.8,24,95.7,8.9,100,4.17,rain,,,,29.5,221,1011.4,90,9.5,,,,,10/07/2004 06:37,10/07/2004 19:06,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,65201099999,,
Lagos,11/07/2004,27.1,23.2,25.6,30.2,23.2,26.4,23.8,89.9,0,0,0,,,,,18.4,261.5,1012.6,90,10.3,,,,,11/07/2004 06:37,11/07/2004 19:06,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,12/07/2004,30.1,23.2,27.4,34.3,23.2,30.2,23.6,80.7,0,0,0,,,,,31.3,247.2,1013.9,90,10,,,,,12/07/2004 06:38,12/07/2004 19:06,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,13/07/2004,28.6,24.1,27,32.8,24.1,29.7,23.8,83,0,0,0,,,,,31.3,239.5,1012.9,90,10.7,,,,,13/07/2004 06:38,13/07/2004 19:06,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,14/07/2004,29.1,23.7,27.5,33.7,23.7,30.4,23.8,80.6,0,0,0,,,,,33.5,226.4,1012.4,90,10.9,,,,,14/07/2004 06:38,14/07/2004 19:06,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,15/07/2004,31.1,25.1,27.7,36.7,25.1,30.2,24,81,0,0,0,,,,,29.5,235.8,1011.9,90,10.7,,,,,15/07/2004 06:38,15/07/2004 19:06,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,16/07/2004,28.1,24.7,25.5,31.8,24.7,26.1,23.6,89.4,0,0,0,,,,,27.7,257.7,1012.9,90,9.1,,,,,16/07/2004 06:38,16/07/2004 19:06,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,17/07/2004,30.1,24.4,27.6,35.2,24.4,30.1,23.7,80.1,89.9,100,4.17,rain,,,,33.5,253.6,1013.4,90,10.7,,,,,17/07/2004 06:38,17/07/2004 19:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,65201099999,,
Lagos,18/07/2004,28.1,25.1,26.8,31.4,25.1,28.5,23.4,81.9,0,0,0,,,,,33.5,240.3,1013.3,90,10.4,,,,,18/07/2004 06:39,18/07/2004 19:06,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,19/07/2004,27.1,23.6,24.9,29.3,23.6,25.3,22.6,87.8,0,0,0,,,,,25.9,263.9,1012.9,90,9.2,,,,,19/07/2004 06:39,19/07/2004 19:06,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,20/07/2004,29.1,25.1,26.6,33.7,25.1,27.7,22.9,80.7,0,0,0,,,,,27.7,261.8,1011.9,90,10.5,,,,,20/07/2004 06:39,20/07/2004 19:06,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,21/07/2004,28.4,23.2,26,31.6,23.2,27.3,22.7,82.5,0,0,0,,,,,33.5,250.4,1011.9,89.1,10.8,,,,,21/07/2004 06:39,21/07/2004 19:06,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,22/07/2004,27.4,23.1,25.2,29.7,23.1,25.6,22.1,83.3,0,0,0,,,,,29.5,245.4,1014.2,89,9.9,,,,,22/07/2004 06:39,22/07/2004 19:05,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,23/07/2004,26.2,23.1,25.3,26.2,23.1,25.3,22.1,82.6,0,0,0,,,,,64.8,254.1,1014.2,90,10.1,,,,,23/07/2004 06:39,23/07/2004 19:05,0.21,Partially cloudy,Partly cloudy throughout the day.,wind,65201099999,,
Lagos,24/07/2004,28.6,23.1,26.2,31.3,23.1,27.2,22,78.1,0,0,0,,,,,29.5,237,1014.3,90,10.8,,,,,24/07/2004 06:40,24/07/2004 19:05,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,25/07/2004,28.1,21.7,25.5,30.8,21.7,26.7,21.5,79.1,0,0,0,,,,,27.7,248.6,1015.2,90,11.2,,,,,25/07/2004 06:40,25/07/2004 19:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,26/07/2004,26.1,21.9,24.3,26.1,21.9,24.3,22,87.4,0,0,0,,,,,33.5,263.6,1013.9,90,8.3,,,,,26/07/2004 06:40,26/07/2004 19:05,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,27/07/2004,28.4,22.6,26.2,31.5,22.6,27.8,22.2,79.3,0,0,0,,,,,40.7,254.1,1015.9,90,11.1,,,,,27/07/2004 06:40,27/07/2004 19:05,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,28/07/2004,26.1,23.2,24.7,26.1,23.2,24.7,22.6,88.1,0,0,0,,,,,31.3,246.4,1015.1,90,11,,,,,28/07/2004 06:40,28/07/2004 19:05,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,29/07/2004,29.1,26.1,27.8,32.1,26.1,30.1,22.3,72.1,0,0,0,,,,,29.5,236.4,1013,90,11,,,,,29/07/2004 06:40,29/07/2004 19:05,0.42,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999,,
Lagos,30/07/2004,28.1,24.1,26.1,30.8,24.1,27,22.4,80.9,0,0,0,,,,,31.3,249.8,1015.4,90,9.7,,,,,30/07/2004 06:40,30/07/2004 19:04,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,31/07/2004,27.6,23.2,25.5,30.2,23.2,26.3,22.9,86.1,0,0,0,,,,,24.1,259.3,,90,8.3,,,,,31/07/2004 06:40,31/07/2004 19:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,01/08/2004,30.1,24.1,27.8,33.4,24.1,30.4,22.9,75.4,0,0,0,,,,,27.7,245.2,1014.9,90,10.8,,,,,01/08/2004 06:40,01/08/2004 19:04,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
Lagos,02/08/2004,29.7,23.9,27,33.1,23.9,28.6,22.6,77.8,0,0,0,,,,,35.3,236.9,1013.8,90,11,,,,,02/08/2004 06:40,02/08/2004 19:04,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999,,
